date,sku_id,units_sold,price,promotion_flag
2022-01-01,SKU_001,107,213258.0,1
2022-01-01,SKU_001,64,205885.0,0
2022-01-01,SKU_001,51,210556.0,0
2022-01-01,SKU_001,57,207779.0,0
2022-01-01,SKU_001,71,204552.0,0
2022-01-01,SKU_001,97,205223.0,1
2022-01-01,SKU_001,56,200113.0,0
2022-01-01,SKU_001,53,207911.0,0
2022-01-01,SKU_001,64,207649.0,0
2022-01-01,SKU_002,36,94056.0,0
2022-01-01,SKU_002,42,90614.0,1
2022-01-01,SKU_002,22,92848.0,0
2022-01-01,SKU_002,31,91513.0,0
2022-01-01,SKU_002,32,90921.0,0
2022-01-01,SKU_002,39,90909.0,1
2022-01-01,SKU_002,33,88540.0,0
2022-01-01,SKU_002,29,91867.0,0
2022-01-01,SKU_002,38,91397.0,0
2022-01-01,SKU_003,28,559044.0,0
2022-01-01,SKU_003,0,543554.0,0
2022-01-01,SKU_003,40,551848.0,0
2022-01-01,SKU_003,5,548906.0,0
2022-01-01,SKU_003,49,540260.0,1
2022-01-01,SKU_003,0,538708.0,0
2022-01-01,SKU_003,0,525503.0,0
2022-01-01,SKU_003,7,547073.0,0
2022-01-01,SKU_003,2,547949.0,0
2022-01-02,SKU_001,69,221812.0,0
2022-01-02,SKU_001,153,180708.0,1
2022-01-02,SKU_001,56,227012.0,0
2022-01-02,SKU_001,89,214895.0,0
2022-01-02,SKU_001,83,208704.0,0
2022-01-02,SKU_001,104,214232.0,0
2022-01-02,SKU_001,61,203088.0,0
2022-01-02,SKU_001,99,213821.0,0
2022-01-02,SKU_001,75,214972.0,0
2022-01-02,SKU_002,35,91557.0,0
2022-01-02,SKU_002,54,89456.0,0
2022-01-02,SKU_002,88,87767.0,1
2022-01-02,SKU_002,52,88857.0,0
2022-01-02,SKU_002,35,88705.0,0
2022-01-02,SKU_002,37,90954.0,0
2022-01-02,SKU_002,40,86256.0,0
2022-01-02,SKU_002,90,77833.0,1
2022-01-02,SKU_002,64,80752.0,1
2022-01-02,SKU_003,2,625934.0,0
2022-01-02,SKU_003,6,488659.0,0
2022-01-02,SKU_003,9,560337.0,0
2022-01-02,SKU_003,58,538262.0,0
2022-01-02,SKU_003,17,404312.0,1
2022-01-02,SKU_003,0,558023.0,0
2022-01-02,SKU_003,53,533846.0,0
2022-01-02,SKU_003,26,513070.0,0
2022-01-02,SKU_003,16,544564.0,0
2022-01-03,SKU_001,117,202065.0,1
2022-01-03,SKU_001,93,184216.0,0
2022-01-03,SKU_001,87,237885.0,0
2022-01-03,SKU_001,90,213441.0,0
2022-01-03,SKU_001,158,205493.0,1
2022-01-03,SKU_001,84,210451.0,0
2022-01-03,SKU_001,125,165992.0,1
2022-01-03,SKU_001,103,216847.0,0
2022-01-03,SKU_001,96,204007.0,0
2022-01-03,SKU_002,45,89935.0,0
2022-01-03,SKU_002,69,92172.0,1
2022-01-03,SKU_002,51,90171.0,0
2022-01-03,SKU_002,56,87184.0,0
2022-01-03,SKU_002,54,87166.0,0
2022-01-03,SKU_002,41,90539.0,0
2022-01-03,SKU_002,47,82662.0,0
2022-01-03,SKU_002,83,74310.0,1
2022-01-03,SKU_002,84,73221.0,1
2022-01-03,SKU_003,0,636300.0,0
2022-01-03,SKU_003,10,454919.0,0
2022-01-03,SKU_003,2,564980.0,0
2022-01-03,SKU_003,18,529595.0,0
2022-01-03,SKU_003,18,414763.0,1
2022-01-03,SKU_003,6,471961.0,0
2022-01-03,SKU_003,9,494828.0,0
2022-01-03,SKU_003,7,506208.0,0
2022-01-03,SKU_003,1,555575.0,0
2022-01-04,SKU_001,65,206538.0,0
2022-01-04,SKU_001,73,186912.0,0
2022-01-04,SKU_001,46,232529.0,0
2022-01-04,SKU_001,78,209616.0,0
2022-01-04,SKU_001,69,209104.0,0
2022-01-04,SKU_001,63,222416.0,0
2022-01-04,SKU_001,103,165035.0,0
2022-01-04,SKU_001,92,214914.0,0
2022-01-04,SKU_001,96,198960.0,0
2022-01-04,SKU_002,41,87391.0,0
2022-01-04,SKU_002,31,98064.0,0
2022-01-04,SKU_002,27,89016.0,0
2022-01-04,SKU_002,57,86476.0,0
2022-01-04,SKU_002,65,86710.0,1
2022-01-04,SKU_002,41,98303.0,1
2022-01-04,SKU_002,42,78741.0,0
2022-01-04,SKU_002,80,72079.0,1
2022-01-04,SKU_002,53,75440.0,0
2022-01-04,SKU_003,9,633469.0,0
2022-01-04,SKU_003,24,429133.0,0
2022-01-04,SKU_003,31,579718.0,0
2022-01-04,SKU_003,4,505210.0,0
2022-01-04,SKU_003,0,394462.0,1
2022-01-04,SKU_003,12,517465.0,0
2022-01-04,SKU_003,10,421103.0,0
2022-01-04,SKU_003,3,477008.0,0
2022-01-04,SKU_003,27,559862.0,0
2022-01-05,SKU_001,98,203188.0,1
2022-01-05,SKU_001,83,198526.0,0
2022-01-05,SKU_001,50,245438.0,0
2022-01-05,SKU_001,68,208065.0,0
2022-01-05,SKU_001,73,198695.0,0
2022-01-05,SKU_001,44,218873.0,0
