date,sku_id,units_sold,price,promotion_flag
2022-01-01,SKU_001,94,197395.0,0
2022-01-01,SKU_003,7,490273.0,0
2022-01-01,SKU_003,2,498049.0,0
2022-01-01,SKU_003,8,515291.0,1
2022-01-01,SKU_003,4,512328.0,1
2022-01-01,SKU_003,27,509289.0,0
2022-01-01,SKU_003,16,485736.0,1
2022-01-01,SKU_003,31,485629.0,0
2022-01-01,SKU_003,34,491176.0,1
2022-01-01,SKU_002,28,97669.0,0
2022-01-01,SKU_002,41,99375.0,0
2022-01-01,SKU_002,51,102299.0,0
2022-01-01,SKU_002,50,101999.0,0
2022-01-01,SKU_003,6,490916.0,0
2022-01-01,SKU_002,26,96904.0,0
2022-01-01,SKU_002,38,102214.0,0
2022-01-01,SKU_001,62,194109.0,0
2022-01-01,SKU_001,54,194678.0,0
2022-01-01,SKU_001,80,204622.0,0
2022-01-01,SKU_001,66,205226.0,0
2022-01-01,SKU_001,69,205843.0,0
2022-01-01,SKU_001,83,196009.0,0
2022-01-01,SKU_001,74,195576.0,0
2022-01-01,SKU_002,42,97940.0,0
2022-01-01,SKU_002,37,97593.0,0
2022-01-01,SKU_002,66,97176.0,1
2022-01-01,SKU_001,62,198253.0,0
2022-01-02,SKU_002,51,98511.0,0
2022-01-02,SKU_002,67,100444.0,1
2022-01-02,SKU_002,44,99799.0,0
2022-01-02,SKU_003,207,434010.0,1
2022-01-02,SKU_003,15,512732.0,0
2022-01-02,SKU_003,140,489154.0,0
2022-01-02,SKU_003,40,462899.0,1
2022-01-02,SKU_003,0,498377.0,0
2022-01-02,SKU_003,15,457406.0,1
2022-01-02,SKU_003,18,516437.0,0
2022-01-02,SKU_003,24,496946.0,0
2022-01-02,SKU_003,29,438491.0,1
2022-01-02,SKU_002,77,98727.0,1
2022-01-02,SKU_001,90,201890.0,0
2022-01-02,SKU_002,50,98864.0,0
2022-01-02,SKU_002,48,100523.0,0
2022-01-02,SKU_001,51,199069.0,0
2022-01-02,SKU_001,65,194237.0,0
2022-01-02,SKU_001,166,179336.0,1
2022-01-02,SKU_001,82,186217.0,0
2022-01-02,SKU_001,89,215759.0,0
2022-01-02,SKU_001,95,200166.0,0
2022-01-02,SKU_001,73,194800.0,0
2022-01-02,SKU_001,87,201831.0,0
2022-01-02,SKU_002,68,98184.0,0
2022-01-02,SKU_002,47,89209.0,0
2022-01-02,SKU_002,65,88129.0,1
2022-01-03,SKU_002,50,100684.0,0
2022-01-03,SKU_002,48,96230.0,0
2022-01-03,SKU_003,80,439278.0,1
2022-01-03,SKU_003,102,503155.0,0
2022-01-03,SKU_003,10,484830.0,0
2022-01-03,SKU_003,15,501574.0,0
2022-01-03,SKU_003,2,469328.0,0
2022-01-03,SKU_002,52,99476.0,0
2022-01-03,SKU_003,34,467423.0,0
2022-01-03,SKU_003,9,528827.0,0
2022-01-03,SKU_003,28,474154.0,0
2022-01-03,SKU_003,39,437055.0,1
2022-01-03,SKU_002,65,100053.0,0
2022-01-03,SKU_001,89,200662.0,0
2022-01-03,SKU_002,77,97404.0,0
2022-01-03,SKU_001,130,201281.0,1
2022-01-03,SKU_001,126,212237.0,1
2022-01-03,SKU_001,143,177280.0,0
2022-01-03,SKU_001,104,185520.0,0
2022-01-03,SKU_001,149,190645.0,1
2022-01-03,SKU_001,61,208250.0,0
2022-01-03,SKU_001,144,184135.0,1
2022-01-03,SKU_002,69,92535.0,0
2022-01-03,SKU_002,55,90456.0,0
2022-01-03,SKU_002,36,103482.0,0
2022-01-03,SKU_001,97,198708.0,0
2022-01-03,SKU_002,43,104502.0,0
2022-01-04,SKU_002,65,97503.0,0
2022-01-04,SKU_003,23,517517.0,0
2022-01-04,SKU_003,43,509431.0,0
2022-01-04,SKU_003,11,533053.0,0
2022-01-04,SKU_003,14,495510.0,0
2022-01-04,SKU_003,18,433754.0,0
2022-01-04,SKU_003,29,430637.0,1
2022-01-04,SKU_003,2,489205.0,0
2022-01-04,SKU_003,74,442953.0,1
2022-01-04,SKU_002,57,96242.0,0
2022-01-04,SKU_002,58,98578.0,0
2022-01-04,SKU_002,87,99542.0,1
2022-01-04,SKU_003,70,486478.0,0
2022-01-04,SKU_002,39,105807.0,0
2022-01-04,SKU_002,51,89666.0,0
2022-01-04,SKU_002,49,96162.0,0
2022-01-04,SKU_001,67,209841.0,0
2022-01-04,SKU_001,100,198904.0,0
2022-01-04,SKU_001,51,207114.0,0
2022-01-04,SKU_001,88,185912.0,0
2022-01-04,SKU_001,103,177580.0,0
2022-01-04,SKU_001,70,211496.0,0
2022-01-04,SKU_001,69,194849.0,0
2022-01-04,SKU_001,93,201778.0,0
2022-01-04,SKU_002,97,90800.0,1
2022-01-04,SKU_002,54,91230.0,0
2022-01-04,SKU_001,88,194268.0,0
2022-01-05,SKU_003,0,490154.0,0
2022-01-05,SKU_002,53,99861.0,1
2022-01-05,SKU_002,67,96220.0,1
2022-01-05,SKU_003,25,439140.0,1
2022-01-05,SKU_003,1,437577.0,1
2022-01-05,SKU_002,39,106360.0,0
2022-01-05,SKU_003,24,459231.0,0
2022-01-05,SKU_003,14,560162.0,0
2022-01-05,SKU_003,26,494095.0,0
2022-01-05,SKU_003,19,532059.0,0
2022-01-05,SKU_003,4,468965.0,0
2022-01-05,SKU_003,22,429688.0,0
2022-01-05,SKU_002,66,98405.0,0
2022-01-05,SKU_001,66,219570.0,0
2022-01-05,SKU_002,46,91745.0,0
2022-01-05,SKU_001,65,203218.0,0
2022-01-05,SKU_001,60,185173.0,0
2022-01-05,SKU_001,63,203689.0,0
2022-01-05,SKU_001,81,180062.0,0
2022-01-05,SKU_001,96,187253.0,1
2022-01-05,SKU_001,60,195396.0,0
2022-01-05,SKU_002,35,108396.0,0
2022-01-05,SKU_001,58,193139.0,0
2022-01-05,SKU_001,62,204760.0,0
2022-01-05,SKU_002,39,93367.0,0
2022-01-05,SKU_002,49,91526.0,0
2022-01-05,SKU_002,35,91338.0,0
2022-01-06,SKU_002,25,102318.0,0
2022-01-06,SKU_003,40,460752.0,0
2022-01-06,SKU_003,3,489785.0,0
